Reference area,Measure,Unit of measure,Regime,Time Period,Observation Value,Regime Name
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2013,20.07,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2014,4.18,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2014,19.2,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2015,19.2,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2015,4.18,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2016,4.18,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2016,19.2,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2017,4.17,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2017,0.0,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2017,0.0,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2017,18.33,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2018,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2018,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2018,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2018,10.75,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2019,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2019,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2019,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2019,10.75,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2020,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2020,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2020,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2020,10.75,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2021,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2021,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2021,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2021,10.75,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2022,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2022,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2022,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2022,10.75,Patent Box - SVK
Slovak Republic,Cost of capital,Percentage of investment,Regime 1,2023,4.6,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of investment,Regime 1,2023,0.43,Patent Box - SVK
Slovak Republic,Implicit subsidy,Percentage of taxable income,Regime 1,2023,-7.58,Patent Box - SVK
Slovak Republic,Effective average tax rate,Percentage of taxable income,Regime 1,2023,10.75,Patent Box - SVK
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2000,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2000,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2001,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2001,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2002,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2002,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2003,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2003,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2004,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2004,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2005,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2005,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2006,21.82,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2006,4.19,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2007,20.07,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2007,4.18,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2008,19.2,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2008,4.18,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2009,18.33,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2009,4.17,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2010,17.46,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2010,4.17,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2011,17.46,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2011,4.17,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2012,15.71,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2012,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2013,14.84,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2013,4.15,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2014,14.84,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2014,4.15,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2015,14.84,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2015,4.15,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2016,14.84,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2016,4.15,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2017,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2017,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2017,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2017,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2018,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2018,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2018,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2018,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2019,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2019,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2019,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2019,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2020,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2020,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2020,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2020,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2021,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2021,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2021,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2021,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2022,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2022,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2022,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2022,0.0,SVN
Slovenia,Effective average tax rate,Percentage of taxable income,Regime 1,2023,16.58,SVN
Slovenia,Cost of capital,Percentage of investment,Regime 1,2023,4.16,SVN
Slovenia,Implicit subsidy,Percentage of investment,Regime 1,2023,0.0,SVN
Slovenia,Implicit subsidy,Percentage of taxable income,Regime 1,2023,0.0,SVN
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2000,26.18,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2000,4.22,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2001,26.18,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2001,4.22,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2002,26.18,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2002,4.22,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2003,26.18,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2003,4.22,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2004,26.18,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2004,4.22,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2005,25.31,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2005,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2006,25.31,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2006,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2007,25.31,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2007,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2008,24.44,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2008,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2009,24.44,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2009,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2010,24.44,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2010,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2011,24.44,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,ZAF
South Africa,Cost of capital,Percentage of investment,Regime 1,2011,4.21,ZAF
South Africa,Effective average tax rate,Percentage of taxable income,Regime 1,2012,24.44,ZAF
South Africa,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,ZAF
South Africa,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,ZAF
